3.06894812E-3	1.59693035E-1
3.06826507E-3	1.59821815E-1
3.06830049E-3	1.59503828E-1
3.06761240E-3	1.59172271E-1
3.06738790E-3	1.59984315E-1
3.06672106E-3	1.59945976E-1
3.06635824E-3	1.59438603E-1
3.06572533E-3	1.59898526E-1
3.06512059E-3	1.59583123E-1
3.06431341E-3	1.59616053E-1
3.06370476E-3	1.57083495E-1
3.06303093E-3	1.54365472E-1
3.06209536E-3	1.55711589E-1
3.06122210E-3	1.62098157E-1
3.06020918E-3	1.60971506E-1
3.05912950E-3	1.61192870E-1
3.05842630E-3	1.63615875E-1
3.05718158E-3	1.60792913E-1
3.05614273E-3	1.60600705E-1
3.05530341E-3	1.61430606E-1
3.05402681E-3	1.61555597E-1
3.05316641E-3	1.60511510E-1
3.05196925E-3	1.60818969E-1
3.05118438E-3	1.61076505E-1
3.05011326E-3	1.61060268E-1
3.04887582E-3	1.61163730E-1
3.04757013E-3	1.60932812E-1
3.04644513E-3	1.60522281E-1
3.04505328E-3	1.60711540E-1
3.04402222E-3	1.60744074E-1
3.04303988E-3	1.61034619E-1
3.04203144E-3	1.60875570E-1
3.04075595E-3	1.60909852E-1
3.03940271E-3	1.61393781E-1
3.03802971E-3	1.61203020E-1
3.03671338E-3	1.61135829E-1
3.03581668E-3	1.60913281E-1
3.03449756E-3	1.60929580E-1
3.03350026E-3	1.61458288E-1
3.03233673E-3	1.61012566E-1
3.03126432E-3	1.61213606E-1
3.02977005E-3	1.60678079E-1
3.02858072E-3	1.61130284E-1
3.02731296E-3	1.61049086E-1
3.02602641E-3	1.60975428E-1
3.02469275E-3	1.61595889E-1
3.02315640E-3	1.61447071E-1
3.02223839E-3	1.61159230E-1
3.02105196E-3	1.61587025E-1
3.01993710E-3	1.61298352E-1
3.01865266E-3	1.61654254E-1
3.01715044E-3	1.61014050E-1
3.01617816E-3	1.61317154E-1
3.01460780E-3	1.61783842E-1
3.01317455E-3	1.61873724E-1
3.01199137E-3	1.61286507E-1
3.01103655E-3	1.61637410E-1
3.00980582E-3	1.61104701E-1
3.00852512E-3	1.61245508E-1
3.00707957E-3	1.61460759E-1
3.00549808E-3	1.61245535E-1
3.00467870E-3	1.61584922E-1
3.00341272E-3	1.61654498E-1
3.00177583E-3	1.61569293E-1
3.00083265E-3	1.61414351E-1
2.99970317E-3	1.61651667E-1
2.99821641E-3	1.61697921E-1
2.99714231E-3	1.61854885E-1
2.99556609E-3	1.62450241E-1
2.99412781E-3	1.62092936E-1
2.99310071E-3	1.61858133E-1
2.99169465E-3	1.62279361E-1
2.99051371E-3	1.62126283E-1
2.98897396E-3	1.61995915E-1
2.98798266E-3	1.62052556E-1
2.98662382E-3	1.61984967E-1
2.98523455E-3	1.62052066E-1
2.98397808E-3	1.62058349E-1
2.98247060E-3	1.61660611E-1
2.98124155E-3	1.62244970E-1
2.97981837E-3	1.62346994E-1
2.97894728E-3	1.62237437E-1
2.97722537E-3	1.62611059E-1
2.97576137E-3	1.62572262E-1
2.97456252E-3	1.62211820E-1
2.97304580E-3	1.62584607E-1
2.97167685E-3	1.62770860E-1
2.97053619E-3	1.62731757E-1
2.96901059E-3	1.62418127E-1
2.96775077E-3	1.62653272E-1
2.96644741E-3	1.62714575E-1
2.96517552E-3	1.62585392E-1
2.96407904E-3	1.63004884E-1
2.96268625E-3	1.63183055E-1
2.96115399E-3	1.62991181E-1
2.95959543E-3	1.62566197E-1
2.95842623E-3	1.62931469E-1
2.95702879E-3	1.62783800E-1
2.95564557E-3	1.62797077E-1
2.95447246E-3	1.63237134E-1
2.95315601E-3	1.62876365E-1
2.95202089E-3	1.62911159E-1
2.94997787E-3	1.63059332E-1
2.94893117E-3	1.63212016E-1
2.94790519E-3	1.63754732E-1
2.94645484E-3	1.63726102E-1
2.94504137E-3	1.63727996E-1
2.94372225E-3	1.63535277E-1
2.94256288E-3	1.63657518E-1
2.94116935E-3	1.63696321E-1
2.93969947E-3	1.63246617E-1
2.93856098E-3	1.63400105E-1
2.93710815E-3	1.64174236E-1
2.93544168E-3	1.63662503E-1
2.93423164E-3	1.63559066E-1
2.93285147E-3	1.64131842E-1
2.93180759E-3	1.63989639E-1
2.93045154E-3	1.63651270E-1
2.92897000E-3	1.64415016E-1
2.92772305E-3	1.63963161E-1
2.92646083E-3	1.63738737E-1
2.92487710E-3	1.64141701E-1
2.92381643E-3	1.64605367E-1
2.92245138E-3	1.64481886E-1
2.92100695E-3	1.64239376E-1
2.92001973E-3	1.64921677E-1
2.91823629E-3	1.64410276E-1
2.91713646E-3	1.64576870E-1
2.91564614E-3	1.64655737E-1
2.91443834E-3	1.64563280E-1
2.91300563E-3	1.65059225E-1
2.91150582E-3	1.64470692E-1
2.91035172E-3	1.65174257E-1
2.90901808E-3	1.64878978E-1
2.90773756E-3	1.64718936E-1
2.90636674E-3	1.65316640E-1
2.90498776E-3	1.65559894E-1
2.90346389E-3	1.65168008E-1
2.90226143E-3	1.65072798E-1
2.90120132E-3	1.65419061E-1
2.89979367E-3	1.65497836E-1
2.89835260E-3	1.65317028E-1
2.89712522E-3	1.65631199E-1
2.89553550E-3	1.65757978E-1
2.89422644E-3	1.65747510E-1
2.89274742E-3	1.65831520E-1
2.89149543E-3	1.65566978E-1
2.89007734E-3	1.65762700E-1
2.88894887E-3	1.65924873E-1
2.88779142E-3	1.65946077E-1
2.88670075E-3	1.66092453E-1
2.88504318E-3	1.66104130E-1
2.88385116E-3	1.66267785E-1
2.88260989E-3	1.66333743E-1
2.88109776E-3	1.66523653E-1
2.87954385E-3	1.66484906E-1
2.87837857E-3	1.66616663E-1
2.87684339E-3	1.66714215E-1
2.87584548E-3	1.66623057E-1
2.87430315E-3	1.66887356E-1
2.87333159E-3	1.67034173E-1
2.87181332E-3	1.67042258E-1
2.87076421E-3	1.66931227E-1
2.86893441E-3	1.67401194E-1
2.86759459E-3	1.67022712E-1
2.86645219E-3	1.66973323E-1
2.86514705E-3	1.67091275E-1
2.86381253E-3	1.67484661E-1
2.86269151E-3	1.67285838E-1
2.86117268E-3	1.67330823E-1
2.85977266E-3	1.67668696E-1
2.85849997E-3	1.67526782E-1
2.85721380E-3	1.67626136E-1
2.85570714E-3	1.67970843E-1
2.85455640E-3	1.67700605E-1
2.85318367E-3	1.68000271E-1
2.85180469E-3	1.67732558E-1
2.85065222E-3	1.67976252E-1
2.84926262E-3	1.67976618E-1
2.84781986E-3	1.67844235E-1
2.84669198E-3	1.67994301E-1
2.84517706E-3	1.68150419E-1
2.84401882E-3	1.68595418E-1
2.84247201E-3	1.68802207E-1
2.84119093E-3	1.68960390E-1
2.84007168E-3	1.68647564E-1
2.83849802E-3	1.68515087E-1
2.83721281E-3	1.68554741E-1
2.83548755E-3	1.69029545E-1
2.83460534E-3	1.68925454E-1
2.83328562E-3	1.69273367E-1
2.83170692E-3	1.69281006E-1
2.83066915E-3	1.69038625E-1
2.82907815E-3	1.69140549E-1
2.82767064E-3	1.69836295E-1
2.82647229E-3	1.69476086E-1
2.82521638E-3	1.69641256E-1
2.82364976E-3	1.69750356E-1
2.82223497E-3	1.69930236E-1
2.82111277E-3	1.69868956E-1
2.81999582E-3	1.70087319E-1
2.81846859E-3	1.69962931E-1
2.81745156E-3	1.69968913E-1
2.81585664E-3	1.69659818E-1
2.81451682E-3	1.70329303E-1
2.81323479E-3	1.69934979E-1
2.81178588E-3	1.70230486E-1
2.81078405E-3	1.70293838E-1
2.80903417E-3	1.70996161E-1
2.80778457E-3	1.70563828E-1
2.80687302E-3	1.70530809E-1
2.80537432E-3	1.70562157E-1
2.80410690E-3	1.70935802E-1
2.80273630E-3	1.70427630E-1
2.80142487E-3	1.70885536E-1
2.80020555E-3	1.71540475E-1
2.79883999E-3	1.71480703E-1
2.79747284E-3	1.71387511E-1
2.79621749E-3	1.71479765E-1
2.79480849E-3	1.71513553E-1
2.79384041E-3	1.71384379E-1
2.79232102E-3	1.71847108E-1
2.79124109E-3	1.71457196E-1
2.78939834E-3	1.71746718E-1
2.78855903E-3	1.71532719E-1
2.78735355E-3	1.71950125E-1
